uid,号码,商户名称,比对结果,entName,regOrg,address,province,city,county,areaCode,entStatus,区号,一致否
7416,03353633739,龙腾长客出租汽车有限公司,精确一致,,,,,,,,,,
7417,03353646402,唐人医药有限公司,精确一致,,,,,,,,,,
7418,03353997628,秦皇岛银谷购物中心,无法匹配,,,,,,,,,,
7419,03355039666,中国人寿山海关支公司,精确一致,,,,,,,,,,
7420,03355306591,公交公司,精确一致,,,,,,,,,,
7421,03355312718,河北福恩特电气,不一致,,,,,,,,,,
7422,03355358888,中信戴卡,模糊一致,,,,,,,,,,
7423,03356089137,秦皇岛旭亨饮品有限公司,精确一致,,,,,,,,,,
7424,03356789435,交通运输,无法匹配,,,,,,,,,,
7425,03357014619,秦皇岛市环境保护局卢龙县分局,无法匹配,,,,,,,,,,
7426,03357078832,兴隆戴卡,不一致,,,,,,,,,,
7427,03357398776,三建公司,精确一致,,,,,,,,,,
7428,03357515687,秦皇岛胜利医药连锁有限公司,精确一致,,,,,,,,,,
7429,03357810179,秦皇岛市环境保护局抚宁区分局,模糊一致,,,,,,,,,,
7430,03357810187,秦皇岛市环境保护局抚宁区分局,无法匹配,,,,,,,,,,
7431,03357810190,秦皇岛市环境保护局抚宁分局,无法匹配,,,,,,,,,,
7432,03357815017,人保财险,无法匹配,,,,,,,,,,
7433,03357919909,千美石材股份有限公司,不一致,,,,,,,,,,
7434,03357925001,兰亭书院,精确一致,,,,,,,,,,
7435,03358011963,秦皇岛市耀华玻璃厂,无法匹配,,,,,,,,,,
7436,03358015718*3,秦皇岛市科泰工业有限公司,精确一致,,,,,,,,,,
7437,03358049719,海港区路姐饭店,无法匹配,海港区路姐饭店,秦皇岛市海港区工商行政管理局,河北省秦皇岛市海港区河北大街中段225号A8号房屋,河北,秦皇岛市,海港区,,在营（开业）,0335,一致
7438,03358359232,河北君唯餐饮管理集团,精确一致,,,,,,,,,,
7439,03358537616,第三小学,精确一致,,,,,,,,,,
7440,03358559000,长丰太和新能源有限公司,精确一致,,,,,,,,,,
7441,03358590166,秦皇岛市地税局后勤部,无法匹配,,,,,,,,,,
7442,03358641267,中交一航局第五工程有限公司,精确一致,中交一航局第五工程有限公司,秦皇岛市工商行政管理局,秦皇岛市海港区海滨路47号,河北,秦皇岛市,海港区,130302,在营（开业）,0335,一致
7443,03358885288,迪信通,无法匹配,,,,,,,,,,
7444,03492038067,山西省朔州市朔城区玉百商贸,模糊一致,,,,,,,,,,
7445,03492055556,中煤平朔有限公司,精确一致,,,,,,,,,,
7446,03492077038,朔州市交通安全管理局,无法匹配,,,,,,,,,,
7447,03492089880,地方电力公司,精确一致,,,,,,,,,,
7448,03492115098,太平洋保险公司,精确一致,,,,,,,,,,
7449,03492221055,华泽三峰木业集团有限公司,模糊一致,,,,,,,,,,
7450,03495608585,怀仁九中,不一致,,,,,,,,,,
7451,03495625822,农村信用社,无法匹配,,,,,,,,,,
7452,03495988158,大唐环境产业集团,无法匹配,,,,,,,,,,
7453,03496054434,朔州市平鲁收费站,无法匹配,,,,,,,,,,
7454,03496185149,山西地方电力公司朔州分公司,精确一致,,,,,,,,,,
7455,03496285196,山西京玉发电公司,精确一致,,,,,,,,,,
7456,03496638666,供热公司,不一致,,,,,,,,,,
7457,03496660755,宜信普惠信息咨询有限公司,精确一致,,,,,,,,,,
7458,03497075899,山阴县平泽苑学校,精确一致,,,,,,,,,,
7459,03500286009,太原铁路局,无法匹配,中国铁路太原局集团有限公司,山西省工商行政管理局,山西省太原市杏花岭区建设北路202号,山西,太原市,杏花岭区,140100,在营（开业）,0350,不一致
7460,03503089039,原平国美电器,模糊一致,,,,,,,,,,
7461,03503338162,中国太平人寿,无法匹配,,,,,,,,,,
7462,03503369881,五台农商行,模糊一致,,,,,,,,,,
7463,03503399973,忻州中恒药业有限公司,精确一致,,,,,,,,,,
7464,03504723413,公安局交警大队,模糊一致,,,,,,,,,,
7465,03504723541*110,宁武县公安局,无法匹配,,,,,,,,,,
7466,03505560100,繁峙农村商业银行,无法匹配,,,,,,,,,,
7467,03507386820,保德县收费管理局,无法匹配,,,,,,,,,,
7468,03508503410,忻州市第十中学,精确一致,,,,,,,,,,
7469,03512110520,绝味鸭脖,无法匹配,绝味鸭脖,南阳市工商行政管理局宛城分局新华工商所,南阳市宛城区西城根街,河南,南阳市,宛城区,,在营（开业）,0351,不一致
7470,03512131941,太原钢城企业公司,精确一致,太原钢城企业公司,太原市工商行政管理局尖草坪分局,太原市尖草坪区大同路205号,山西,太原市,尖草坪区,140108,在营（开业）,0351,一致
7471,03512132022,太原钢城企业公司,精确一致,太原钢城企业公司,太原市工商行政管理局尖草坪分局,太原市尖草坪区大同路205号,山西,太原市,尖草坪区,140108,在营（开业）,0351,一致
7472,03512133391,太钢不锈钢集团,精确一致,,,,,,,,,,
7473,03512133920,太原钢铁集团有限公司,精确一致,,,,,,,,,,
7474,03512137728,太原钢铁集团有限公司,模糊一致,,,,,,,,,,
7475,03512152680,中国邮政速递物流,精确一致,,,,,,,,,,
7476,03512226666*95557,厦门航空,不一致,,,,,,,,,,
7477,03512342380,迎西公司,模糊一致,,,,,,,,,,
7478,03512415330,山西凯特通讯,精确一致,,,,,,,,,,
7479,03512505246,格力空调维修部,精确一致,,,,,,,,,,
7480,03512570818,安迪艾米,无法匹配,,,,,,,,,,
7481,03512573477,山西福斯健身俱乐部有限公司,精确一致,山西福斯健身俱乐部有限公司,太原市工商行政管理局迎泽分局,太原市迎泽区铜锣湾小区7幢401,山西,太原市,迎泽区,140100,在营（开业）,0351,一致
7482,03512604417,芭芭多芦荟专卖,精确一致,,,,,,,,,,
7483,03512617613,山西百胜体育文化有限公司,精确一致,山西百胜体育文化有限公司,太原市工商行政管理局,山西省太原市小店区亲贤北街79号1幢负一层B127号,山西,太原市,小店区,140105,在营（开业）,0351,一致
7484,03512656430,中铁十二局集团,无法匹配,,,,,,,,,,
7485,03512731662,完美专卖店,不一致,,,,,,,,,,
7486,03512870240,太原精品服装城兴华商城,精确一致,,,,,,,,,,
7487,03513058688,山西万佳印业,无法匹配,,,,,,,,,,
7488,03513073128,星火机械厂,模糊一致,,,,,,,,,,
7489,03513173358,三星电子,精确一致,,,,,,,,,,
7490,03513251111,瑞德文创,不一致,,,,,,,,,,
7491,03513360328,山西省儿童医院,精确一致,,,,,,,,,,
7492,03513553108,山西光远科技有限公司,精确一致,山西光远科技有限公司,山西转型综合改革示范区工商行政管理局,山西综改示范区太原学府园区数码路3号A区,山西,太原市,,140105,在营（开业）,0351,一致
7493,03514135423,山西医科大学,精确一致,,,,,,,,,,
7494,03514174006,太原公共交通控股集团有限公司,模糊一致,,,,,,,,,,
7495,03514855301,中国东方航空公司山西分公司,精确一致,,,,,,,,,,
7496,03514866098,山西金虎便利连锁股份有限公司,精确一致,山西金虎便利连锁股份有限公司,太原市工商行政管理局,太原市杏花岭区五龙口街549号3幢一层,山西,太原市,杏花岭区,140107,在营（开业）,0351,一致
7497,03515142691,西山矿务局机修厂,不一致,,,,,,,,,,
7498,03515204570*5204571,中国平安人寿股份有限公司,精确一致,,,,,,,,,,
7499,03515269907,泰康人寿山西分公司太原本部,精确一致,,,,,,,,,,
7500,03515281050,太原市热力公司,精确一致,太原市热力集团有限责任公司,太原市工商行政管理局,太原市迎泽区康乐街48号,山西,太原市,迎泽区,140106,在营（开业）,0351,一致
7501,03515324112,太原市审计局,无法匹配,,,,,,,,,,
7502,03515609505,中国电信集团公司太原分公司,精确一致,,,,,,,,,,
7503,03515680143,山西省城乡规划设计研究院,精确一致,,,,,,,,,,
7504,03515696238,太原市小店区人民法院,精确一致,,,,,,,,,,
7505,03515771412,晋西工业集团有限公司,精确一致,,,,,,,,,,
7506,03516010300,太原理工大学,精确一致,,,,,,,,,,
7507,03516015299,太原卫星发射中心,精确一致,,,,,,,,,,
7508,03516123002,山西旭峰混凝土有限公司,精确一致,山西旭峰混凝土有限公司,太原市工商行政管理局尖草坪分局,太原市尖草坪区柏板乡柏板村南,山西,太原市,尖草坪区,140108,在营（开业）,0351,一致
7509,03516196732,中国银行太原能源大厦支行,无法匹配,,,,,,,,,,
7510,03516284172,中国平安保险股份有限公司,精确一致,中国平安财产保险股份有限公司三亚中心支公司,三亚市工商行政管理局,海南省三亚市吉阳区凤凰路98号嘉宝花园一期3、4号楼一、二层,海南,三亚市,吉阳区,460200,在营（开业）,0351,不一致
7511,03516811285,科技馆,无法匹配,,,,,,,,,,
7512,03516829799,中国太原煤炭交易中心,精确一致,,,,,,,,,,
7513,03516998011,太原科技大学,精确一致,,,,,,,,,,
7514,03517065947,山西老鸿运物流有限公司,精确一致,山西老鸿运物流有限公司,山西转型综合改革示范区工商行政管理局,山西示范区太原阳曲园区朝阳物流中心大库1号,山西,太原市,阳曲县,140100,在营（开业）,0351,一致
7515,03517082571,山西省送变电工程有限公司,精确一致,,,,,,,,,,
7516,03517121724,山西省筑路机械厂,无法匹配,山西省筑路机械厂,太原市工商行政管理局,太原市小店区农科南路76号,山西,太原市,小店区,140105,在营（开业）,0351,一致
7517,03517282288,太原万科房地产开发有限公司,精确一致,,,,,,,,,,
7518,03517366795,徐工集团试验基地,无法匹配,,,,,,,,,,
7519,03517788266,太原伟业我爱我家有限公司,精确一致,,,,,,,,,,
7520,03517829744,山西博康财税有限公司,精确一致,,,,,,,,,,
7521,03517924879,中国太平洋保险股份有限公司,模糊一致,,,,,,,,,,
7522,03517964633,中国邮政集团太原邮区中心局,精确一致,,,,,,,,,,
7523,03518189508,山西华旗房地产有限公司,精确一致,,,,,,,,,,
7524,03518395630,太原市住房和城乡建设委员会,无法匹配,,,,,,,,,,
7525,03518396666,江铃汽车股份有限公司,模糊一致,江铃汽车股份有限公司,江西省工商行政管理局,江西省南昌市青云谱区迎宾北大道５０９号,江西,南昌市,青云谱区,360104,在营（开业）,0351,不一致
7526,03518398869,茂盛装饰城,无法匹配,,,,,,,,,,
7527,03518869979,太原市职业技术学院,不一致,,,,,,,,,,
7528,03522076666*8088,大同福海二手车市场星高照车行,无法匹配,,,,,,,,,,
7529,03522522302,大唐云冈热电,无法匹配,,,,,,,,,,
7530,03524059333,南郊人民医院,精确一致,,,,,,,,,,
7531,03524681212,同和大酒店,精确一致,,,,,,,,,,
7532,03527302547,同盛大酒店,精确一致,,,,,,,,,,
7533,03527799407,大同市公安局巡特警支队,无法匹配,,,,,,,,,,
7534,03527968476,太平洋保险公司,精确一致,,,,,,,,,,
7535,03527968883,大同市质监局新荣分局办公室,无法匹配,,,,,,,,,,
7536,03528453023,大同市消防支队,无法匹配,,,,,,,,,,
7537,03532561162,阳泉市铁路护路联防支队,无法匹配,,,,,,,,,,
7538,03533030723,阳泉市第一人民医院,精确一致,,,,,,,,,,
7539,03534045567,顺达出租汽车公司,不一致,,,,,,,,,,
7540,03534234555,北冰洋大酒店,精确一致,,,,,,,,,,
7541,03534350092,阳泉市热力公司西区管理站,精确一致,,,,,,,,,,
7542,03535670629,阳泉市交通集团,无法匹配,,,,,,,,,,
7543,03541593569*3365,中捷钢结构设计公司,精确一致,,,,,,,,,,
7544,03542020928,山西亮龙涂料有限公司,精确一致,山西亮龙涂料有限公司,山西省晋中市工商行政管理局开发区分局,晋中开发区民营科技园昭余街36号,山西,晋中市,,140791,在营（开业）,0354,一致
7545,03542415635,晋中市风帆蓄电池贸易公司,精确一致,,,,,,,,,,
7546,03542573399,山西省晋中市农机局,无法匹配,,,,,,,,,,
7547,03543023330,椰岛造型,精确一致,椰岛造型,应城市工商行政管理局杨河工商所,应城市杨河镇蒲北街,湖北,孝感市,应城市,,在营（开业）,0354,不一致
7548,03543032020,山西晋通律师事务所,精确一致,,,,,,,,,,
7549,03543082032,国家电网公司,精确一致,国家电网有限公司,北京市工商行政管理局,北京市西城区西长安街86号,北京,北京市,,110102,在营（开业）,0354,不一致
7550,03543276158,第三地质勘察院,无法匹配,,,,,,,,,,
7551,03543909992,寿阳汇都村镇银行,精确一致,,,,,,,,,,
7552,03543993220*8057,山西双合成工贸有限公司,模糊一致,山西双合成工贸有限公司,山西省晋中市工商行政管理局开发区分局,晋中开发区民营园太谷街,山西,晋中市,太谷县,140791,在营（开业）,0354,一致
7553,03545013398,顺驰玻璃厂,模糊一致,,,,,,,,,,
7554,03545548732,田森超市,无法匹配,,,,,,,,,,
7555,03545623369,平遥县职业学校,精确一致,,,,,,,,,,
7556,03546288403,太谷县保安公司,不一致,,,,,,,,,,
7557,03547092023,汾西矿业工程公司,模糊一致,,,,,,,,,,
7558,03547287356,山西凯嘉能源集团,无法匹配,,,,,,,,,,
7559,03547560611,山西焦煤集团公司汾西矿务局,精确一致,,,,,,,,,,
7560,03547969115,灵石县煤炭工业局,无法匹配,,,,,,,,,,
7561,03548510001,太谷县看守所,无法匹配,,,,,,,,,,
7562,03548631336,左权县供暖供气总公司工程款,模糊一致,,,,,,,,,,
7563,03552061089,人寿财险长治中支,无法匹配,,,,,,,,,,
7564,03552111677,华诺百货,无法匹配,,,,,,,,,,
7565,03555057222,OPPO专卖店,精确一致,,,,,,,,,,
7566,03555525206,国网壶关县电力公司,精确一致,,,,,,,,,,
7567,03555807766,高科集团,无法匹配,,,,,,,,,,
7568,03555815000,中国移动,精确一致,,,,,,,,,,
7569,03555836800,中国铁通长治分公司,精确一致,,,,,,,,,,
7570,03555915100,山西潞安集团煤基合成油公司,精确一致,,,,,,,,,,
7571,03556018131,长治市热力公司,精确一致,,,,,,,,,,
7572,03556682565,漳山发电厂,不一致,,,,,,,,,,
7573,03556682768,山西黎城粉末冶金有限责任公司,精确一致,山西黎城粉末冶金有限责任公司,黎城县市场和质量监督管理局,黄崖洞镇上河村,山西,长治市,黎城县,140426,在营（开业）,0355,一致
7574,03557528399,长治市昂生集团,无法匹配,,,,,,,,,,
7575,03558299992,日益康食品有限公司,不一致,,,,,,,,,,
7576,03559135416,漳泽电力股份有限公司,精确一致,,,,,,,,,,
7577,03562070847,晋城市信息中心,无法匹配,,,,,,,,,,
7578,03562192911,晋城市凤博工贸有限公司,精确一致,晋城市凤博工贸有限公司,晋城市工商行政管理局开发区分局,山西省晋城开发区文昌东街602号,山西,晋城市,,140591,在营（开业）,0356,一致
7579,03562210875,晋城农商银行,精确一致,,,,,,,,,,
7580,03562212074,晋城市安监局,无法匹配,,,,,,,,,,
7581,03562366605,阳城县凤城中心卫生院,无法匹配,,,,,,,,,,
7582,03563015021,晋城市中级人民法院,精确一致,,,,,,,,,,
7583,03563809990,晋城市美虹彩板钢结构公司,精确一致,,,,,,,,,,
7584,03566965551,凤展购物广场,无法匹配,,,,,,,,,,
7585,03567022734*0000,沁水县交通局,模糊一致,,,,,,,,,,
7586,03567062777,沁水县公安消防中队,精确一致,,,,,,,,,,
7587,03568883367,晋城市保安守押有限公司,精确一致,晋城市保安守押有限公司,晋城市工商行政管理局,山西省晋城市城区钟家庄街道办事处文峰社区,山西,晋城市,城区,140502,在营（开业）,0356,一致
7588,03568989338,拉谷谷服饰有限公司,精确一致,,,,,,,,,,
7589,03571345375*6186,中国人寿保险公司,精确一致,,,,,,,,,,
7590,03571503439*1388,物流,无法匹配,,,,,,,,,,
7591,03572015110,临汾天安电器有限责任公司,精确一致,临汾天安电器有限责任公司,临汾市工商行政管理局尧都分局,临汾市尧都区五一东路木材巷29号,山西,临汾市,尧都区,141002,在营（开业）,0357,一致
7592,03572017333,尧都区第一商业有限责任公司,精确一致,,,,,,,,,,
7593,03572168825,公安局交通警察支队,无法匹配,,,,,,,,,,
7594,03573087555,临汾职业技术学院,无法匹配,,,,,,,,,,
7595,03573187999,泰康人寿保险公司,不一致,,,,,,,,,,
7596,03573209888*3200,城建局,无法匹配,,,,,,,,,,
7597,03573574539,曲沃县住建局,无法匹配,,,,,,,,,,
7598,03573927075,信和汇金有限公司临汾分公司,精确一致,,,,,,,,,,
7599,03573933125,山西省临汾市新华书店,无法匹配,,,,,,,,,,
7600,03574221557,中国人寿,无法匹配,,,,,,,,,,
7601,03574224078,海泉五交化,无法匹配,,,,,,,,,,
7602,03575523339,太平洋保险公司,精确一致,,,,,,,,,,
7603,03575552882,中华联合保险有限公司,精确一致,,,,,,,,,,
7604,03575553559,山西华翔集团股份有限公司,精确一致,山西华翔集团股份有限公司,山西省临汾市工商行政管理局,山西省临汾市洪洞县甘亭镇华林苗圃,山西,临汾市,洪洞县,141024,在营（开业）,0357,一致
7605,03575553820,华翔集团,无法匹配,,,,,,,,,,
7606,03575553880,洪洞华翔集团有限公司,精确一致,,,,,,,,,,
7607,03575559881,山西华翔集团股份有限公司,模糊一致,山西华翔集团股份有限公司,山西省临汾市工商行政管理局,山西省临汾市洪洞县甘亭镇华林苗圃,山西,临汾市,洪洞县,141024,在营（开业）,0357,一致
7608,03575622230,工商联,不一致,,,,,,,,,,
7609,03575631600*31881,霍州煤电汾河三交河公司,不一致,,,,,,,,,,
7610,03575663036,鑫钜煤机制造装配有限公司,精确一致,,,,,,,,,,
7611,03575990212,霍州煤电集团,无法匹配,,,,,,,,,,
7612,03575990317,霍州煤电集团,无法匹配,,,,,,,,,,
7613,03576036300,交通运输局,无法匹配,,,,,,,,,,
7614,03576228332,临汾尧都护卫中心,精确一致,,,,,,,,,,
7615,03576231035,临汾汾能电力科技有限公司,模糊一致,,,,,,,,,,
7616,03576251100,洪洞县国土资源局,不一致,,,,,,,,,,
7617,03576281234,中国人民健康保险股份有限公司,精确一致,中国人民健康保险股份有限公司,北京市工商行政管理局,北京市西城区太平桥大街丰汇园11号楼南翼7-10层,北京,北京市,,110102,在营（开业）,0357,不一致
7618,03576621967,山焦飞虹化工股份有限公司,精确一致,,,,,,,,,,
7619,03576661578,山西三维华邦集团有限公司,精确一致,山西三维华邦集团有限公司,山西省工商行政管理局,山西省临汾市洪洞县赵城镇侯村,山西,太原市,,141024,在营（开业）,0357,不一致
7620,03576684533,山西洪洞农村商业银行,不一致,,,,,,,,,,
7621,03576686229,山西汾河生化有限公司,精确一致,山西汾河生化有限公司,山西省洪洞县工商行政管理局,洪洞县甘亭镇,山西,临汾市,洪洞县,141024,在营（开业）,0357,一致
7622,03576762727,中国人寿保险临汾分公司,精确一致,,,,,,,,,,
7623,03576792626,新华人寿保险临汾中心支公司,精确一致,,,,,,,,,,
7624,03578607701,临汾市生龙国际时尚购物广场,精确一致,,,,,,,,,,
7625,03578607777,临汾生龙国际有限公司,不一致,,,,,,,,,,
7626,03578609888*8609555,华尧国际温泉度假中心,不一致,,,,,,,,,,
7627,03582239206,百家好,无法匹配,,,,,,,,,,
7628,03582274054,新华人寿保险股份有限公司,模糊一致,新华人寿保险股份有限公司,北京市工商行政管理局延庆分局,北京市延庆区湖南东路1号,北京,北京市,延庆区,110229,在营（开业）,0358,不一致
7629,03583361589,吕梁公共交通有限公司,精确一致,吕梁公共交通有限公司,吕梁市工商行政管理局,吕梁市离石区碧水路（吕梁吕运客运总站南侧二、三、四层）,山西,吕梁市,离石区,141102,在营（开业）,0358,一致
7630,03583458688,县政府,不一致,,,,,,,,,,
7631,03583495502,永安财产保险,无法匹配,,,,,,,,,,
7632,03583562211*834,金兰化工有限公司,精确一致,,,,,,,,,,
7633,03584064365,山西凌志能源投资集团有限公司,精确一致,山西凌志能源投资集团有限公司,柳林县工商行政管理局,山西省柳林县柳林镇燎原大厦,山西,吕梁市,柳林县,141125,在营（开业）,0358,一致
7634,03584305021,山西柳林兴无有限责任公司,精确一致,,,,,,,,,,
7635,03584322780,吕梁市柳林县宏光发电有限公司,精确一致,,,,,,,,,,
7636,03584479127,诚信烟酒店,精确一致,诚信烟酒店,滥坝分局,贵州省六盘水市水城县双水水黄路边沙沟,贵州,六盘水市,水城县,,在营（开业）,0358,不一致
7637,03585302888,中阳县鑫海湾休闲会馆,模糊一致,中阳县鑫海湾休闲会馆,中阳县工商行政管理局,中阳县钢城居委院,山西,吕梁市,中阳县,,注销,0358,一致
7638,03586022731,邮政局,无法匹配,,,,,,,,,,
7639,03586632158,东关中学,精确一致,,,,,,,,,,
7640,03587696999,孝义市康发电器有限公司,模糊一致,孝义市康发电器有限公司,孝义市工商行政管理局,山西省吕梁孝义市新义中街,山西,吕梁市,孝义市,141181,注销,0358,一致
7641,03587856106*6106,金岩集团,无法匹配,,,,,,,,,,
7642,03587893236,山西信发化工有限公司,精确一致,山西信发化工有限公司,孝义市工商行政管理局,山西省吕梁孝义市大孝堡乡经济开发区,山西,吕梁市,孝义市,141181,在营（开业）,0358,一致
7643,03588021437,山西焦煤霍州煤电安全监察处,无法匹配,,,,,,,,,,
7644,03588223396,离石区扶贫办,无法匹配,,,,,,,,,,
7645,03588499927,吕梁市救助管理站,无法匹配,,,,,,,,,,
7646,03592128311,运城市公共交通总公司,精确一致,,,,,,,,,,
7647,03592222987,新华保险有限公司,精确一致,,,,,,,,,,
7648,03592277777,建国饭店,无法匹配,建国饭店,义乌市市场监督管理局,潮阳一街14号,浙江,金华市,义乌市,,注销,0359,不一致
7649,03592339092,运城市广播电视台,精确一致,,,,,,,,,,
7650,03592476447,格力空调专卖店,无法匹配,格力空调专卖店,石阡县市场监督管理局汤山分局,贵州省铜仁市石阡县汤山办事处万寿社区新华街,贵州,铜仁市,石阡县,,在营（开业）,0359,不一致
7651,03592508989,凯达印刷有限公司,精确一致,,,,,,,,,,
7652,03592627333,扬州三韵,精确一致,,,,,,,,,,
7653,03592862777,新华保险,无法匹配,,,,,,,,,,
7654,03592897575,运城市博鸣木业有限公司,精确一致,运城市博鸣木业有限公司,山西省运城市工商行政管理局,运城市盐湖区运临路（鑫源家居工业园区）,山西,运城市,盐湖区,140802,在营（开业）,0359,一致
7655,03592898052,阳煤丰喜肥业集团,不一致,,,,,,,,,,
7656,03593027853,山西西建集团,不一致,,,,,,,,,,
7657,03593256788,小梁建筑工程公司,精确一致,,,,,,,,,,
7658,03593596522,绛县图书馆,无法匹配,,,,,,,,,,
7659,03594028899,华恩机械制造有限公司,精确一致,,,,,,,,,,
7660,03594889153,山西黄腾化工有限公司,精确一致,山西黄腾化工有限公司,万荣县工商和质量监督管理局,山西省万荣县荣河化工园区一号,山西,运城市,万荣县,140822,在营（开业）,0359,一致
7661,03595023116,中国联合网络通讯河津支公司,精确一致,,,,,,,,,,
7662,03595042000*4104,中铝新材料有限公司,精确一致,中铝新材料有限公司,无锡市滨湖区市场监督管理局,无锡太湖佳城国际大厦1号楼23层,江苏,无锡市,滨湖区,320211,在营（开业）,0359,不一致
7663,03595522195,山西晋龙集团,精确一致,,,,,,,,,,
7664,03595750815,运城第一医院,精确一致,,,,,,,,,,
7665,03595768988,新向城沃尔玛,无法匹配,,,,,,,,,,
7666,03595790079,东方爱婴早教集团,模糊一致,,,,,,,,,,
7667,03596025370*005,业之峰装饰,不一致,业之峰装饰,拉萨市工商行政管理局柳梧新区分局,拉萨市柳梧新区天知珑悦小区7-1-3号,西藏,拉萨市,,,在营（开业）,0359,不一致
7668,03596060345,国泰矿业公司,不一致,,,,,,,,,,
7669,03596288588,彩虹汽贸,无法匹配,,,,,,,,,,
7670,03596325588*5688,五四一总医院,精确一致,,,,,,,,,,
7671,03596350333,山西中泽鑫汽车销售有限公司,不一致,山西中泽鑫汽车销售有限公司,运城市工商行政管理局运城经济技术开发区分局,运城市学苑路立交桥东200米（原禹都水果市场）,山西,运城市,运城市,140891,在营（开业）,0359,一致
7672,03596367963,沃尔玛百货有限公司,精确一致,,,,,,,,,,
7673,03596397185,运城市中心医院,精确一致,,,,,,,,,,
7674,03596399001,运城市中心医院,精确一致,,,,,,,,,,
7675,03596676152*0143,江苏镇江市荣德新能源,无法匹配,,,,,,,,,,
7676,03598023065,永济市公安局,精确一致,,,,,,,,,,
7677,03598117633,中电二公司,精确一致,,,,,,,,,,
7678,03598538099,人寿保险,不一致,,,,,,,,,,
7679,03598551355,运城市人力资源与社会保障局,无法匹配,,,,,,,,,,
7680,03598594113,运城学院,无法匹配,,,,,,,,,,
7681,03598708333,奥鑫汽车贸易有限公司,精确一致,,,,,,,,,,
7682,03598711388,幸福人寿保险股份有限公司,精确一致,幸福人寿保险股份有限公司,北京市工商行政管理局东城分局,北京市东城区东中街29号东环广场B座八层,北京,北京市,东城区,110101,在营（开业）,0359,不一致
7683,03598715750,运城市诺维兰集团,精确一致,,,,,,,,,,
7684,03598744746,垣曲县历山中心校,无法匹配,,,,,,,,,,
7685,03598887687,中国人寿保险公司,精确一致,,,,,,,,,,
7686,03702088877,河南省大成建设工程有限公司,精确一致,河南省大成建设工程有限公司,林州市工商行政管理局,林州市国家红旗渠经济技术开发区盛唐大道东段,河南,安阳市,林州市,410581,在营（开业）,0370,不一致
7687,03702089111,商丘市创宇彩印有限公司,不一致,,,,,,,,,,
7688,03702209239,市中级法院,精确一致,,,,,,,,,,
7689,03702221995,商丘妇科医院,精确一致,商丘妇科医院,商丘市工商行政管理局梁园分局,商丘市民主中路358号,河南,商丘市,梁园区,411402,在营（开业）,0370,一致
7690,03702222111,王朝国际大酒店,精确一致,,,,,,,,,,
7691,03702227739,商丘市粮食局,无法匹配,,,,,,,,,,
7692,03702231756,玫琳凯工作室,不一致,,,,,,,,,,
7693,03702511302,梁园市场,模糊一致,,,,,,,,,,
7694,03702575521,丹尼斯金穗店,精确一致,,,,,,,,,,
7695,03702598176,河南省豫东监狱,无法匹配,,,,,,,,,,
7696,03702718800,新华书店,无法匹配,新华书店,措美县工商行政管理局,措美县增嘎路23号,西藏,山南市,措美县,542227,在营（开业）,0370,不一致
7697,03702782788,商丘春秋旅行社有限公司,不一致,商丘市春秋旅行社有限责任公司,商丘市工商行政管理局梁园分局,商丘市梁园区凯旋路东侧凯文综合楼1号楼门面房1-2层,河南,商丘市,梁园区,411402,在营（开业）,0370,一致
7698,03702836651,中强副食,无法匹配,,,,,,,,,,
7699,03702886607,吉祥人寿保险公司,精确一致,,,,,,,,,,
7700,03702886670,交通银行商丘分行,无法匹配,,,,,,,,,,
7701,03703012366,合众人寿保险股份有限公司,精确一致,合众人寿保险股份有限公司,湖北省工商行政管理局,湖北省武汉市江汉区沿江一号MALL写字楼B座11F、12F,湖北,武汉市,江汉区,420103,在营（开业）,0370,不一致
7702,03703070596,河南移动商丘分公司,精确一致,,,,,,,,,,
7703,03703127278,商丘民康医院,精确一致,,,,,,,,,,
7704,03703159075,河南省柘城县信用联社,无法匹配,,,,,,,,,,
7705,03703366191,河南比尔斯德酒类直供连锁,模糊一致,,,,,,,,,,
7706,03703369135,商丘市第一人民医院分院,精确一致,,,,,,,,,,
7707,03703677388,华莱士,精确一致,,,,,,,,,,
7708,03703885551,武汉久久鸭脖总经销,无法匹配,,,,,,,,,,
7709,03704443338,睢县住房和城乡管理局,无法匹配,,,,,,,,,,
7710,03704799999,春来实验学校,精确一致,,,,,,,,,,
7711,03705059592,东风日产4S店,精确一致,,,,,,,,,,
7712,03705088876,北京麻辣香锅,无法匹配,,,,,,,,,,
7713,03705237699,捷信消费金融有限公司,精确一致,捷信消费金融有限公司,天津市滨海新区市场和质量监督管理局,天津经济技术开发区第一大街79号泰达MSD-C区C1座26-27层,天津,天津市,滨海新区,120116,在营（开业）,0370,不一致
7714,03705623889,佳佳门业,无法匹配,,,,,,,,,,
7715,03705955668,永城市公安局,无法匹配,,,,,,,,,,
7716,03706017677,商丘国基建筑安装有限公司,精确一致,,,,,,,,,,
7717,03706097308,商丘市金桥汽车运输有限公司,精确一致,商丘市金桥汽车运输有限公司,商丘市工商行政管理局专业分局,商丘市睢阳区金桥路南段与商宁路交叉口向北300米路南,河南,商丘市,睢阳区,411400,在营（开业）,0370,一致
7718,03707299066,柘城县妇幼保健院,不一致,,,,,,,,,,
7719,03707815158,兴安物流,模糊一致,,,,,,,,,,
7720,03707902227,超威电池总代理,精确一致,,,,,,,,,,
7721,03708270666,睢县交通运输局,不一致,,,,,,,,,,
